,posted,location,jobType,description,name,title,feed,date_of_scrape,Job Role,Job_ind,day,Month,Year,days_ago,experience,Tools,Soft Skills,Industry Skills,education,keyword_count
11,Posted on 3 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesThe AI and Data Science Instructor will play a crucial role in providing high-quality training to students in the Middle East region, specifically focusing on AI and Data Science topics. The successful candidate will contribute to the development of students' skills and knowledge essential for success in this field.Key responsibilities:Deliver engaging and effective training sessions on AI and Data Science subjects.Instruct students on various data analytics topics, including data collection, processing, statistical analysis, visualization, and predictive modeling.Evaluate and grade students' assignments and provide timely, constructive feedback to support their learning and progress.Actively engage with students in the classroom, respond to inquiries, and facilitate discussions.Participate in ongoing professional development activities to enhance teaching skills.Support departmental initiatives and objectives.Qualifications:Master s degree in Data Science, Computer Science, or Statistics preferred.Bachelor s degree in data science required.Previous experience in AI is advantageous.Proficiency in R, Python, relational and non-relational databases, and cloud computing.In-depth knowledge of machine learning and artificial intelligence libraries and APIs.Experience in delivering high-quality training.Excellent communication and interpersonal skills.Fluency in Arabic is essential.Skills & Competencies:Strong teaching and presentation skills.Ability to engage and motivate students effectively.Expertise in AI and Data Science concepts and tools.Adaptability and flexibility in a dynamic educational environment.",Client of imploy,AI and Data Science Instructor,https://www.naukrigulf.com/ai-and-data-science-instructor-jobs-in-riyadh-saudi-arabia-in-client-of-imploy-2-to-4-years-n-cd-50000292-jid-040724502016,2024-07-26,DATA SCIENTIST,3,26,7,2024,97,2-4,,"['analysis', 'communication', 'flexibility', 'focus', 'initiative', 'interpersonal skills', 'presentation skills', 'professional']","['cloud', 'cloud computing', 'machine learning', 'statistical analysis']",[],8
1,Posted 3 days ago,Riyadh,Full Time,"Job DescriptionRoles & ResponsibilitiesMaestro of data infrastructure, designing and orchestrating the flow of information that fuels our organization. Collaborate with data analysts, scientists, and business stakeholders to understand their needs, then craft elegant and robust solutions that extract, transform, and deliver data with speed and accuracy.Key Responsibilities:· Design, develop, and implement high-performance data pipelines for ingesting, processing, and transforming diverse data sources.· Architect and maintain scalable data warehouse and lake solutions, ensuring data accessibility and integrity.· Automate data workflows through scripting and orchestration tools (e.g., Airflow, Luigi, SSIS, Alteryx).· Implement data quality checks and monitoring systems to guarantee data accuracy and consistency.· Collaborate with data analysts and scientists to understand data requirements and optimize data pipelines.· Stay ahead of the curve by exploring and implementing new data technologies and best practices.· Mentor and guide junior data engineers, fostering a culture of continuous learning and excellence.",Confidential Company,Senior Data Engineer-Riyadh,https://www.naukrigulf.com/senior-data-engineer-riyadh-jobs-in-riyadh-saudi-arabia-in-confidential-3-to-8-years-n-jid-120724000158,2024-07-26,DATA ANALYST,4,26,7,2024,3,3-8,,"['accuracy', 'continuous learning', 'design', 'integrity', 'organization']","['data pipelines', 'extract', 'monitoring', 'scripting', 'transform']",[],1
3,Posted on 9 Jul,Saudi Arabia,,"Job DescriptionRoles & Responsibilities Job DescriptionTitle:ETL ArchitectSummary:We are looking for a highly skilled ETL Architect with extensive experience in Oracle Financial Services Analytical Applications (OFSAA) and integration projects. The successful candidate will be responsible for designing, developing, and implementing ETL processes, ensuring seamless data integration, and supporting analytical and business intelligence initiatives.Key Responsibilities:• ETL Design and Development:• Design, develop, and maintain ETL processes to support data warehousing and business intelligence solutions.• Ensure data integrity, quality, and optimal performance of ETL processes.• Collaborate with data analysts, developers, and business stakeholders to understand data requirements and deliver solutions.• OFSAA Expertise: Utilize expertise in Oracle Financial Services Analytical Applications (OFSAA) to integrate and manage financial data.• Configure and customize OFSAA modules to meet business needs.• Support the implementation and maintenance of OFSAA-based solutions.• Data Integration: Design and implement data integration solutions using various tools and technologies.• Integrate data from multiple sources, including databases, flat files, and cloud-based systems.• Ensure seamless data flow and transformation across different platforms and applications.• Technical Leadership: Provide technical leadership and guidance to the ETL development team.• Establish best practices and standards for ETL processes and data integration.• Conduct code reviews and ensure adherence to architectural principles.• Performance Tuning and Optimization: Optimize ETL processes for performance, scalability, and efficiency.• Troubleshoot and resolve performance issues in data pipelines.• Implement monitoring and alerting mechanisms for ETL jobs.• Documentation and Compliance: Create and maintain comprehensive documentation for ETL processes, data flows, and system configurations.• Ensure compliance with data governance and regulatory requirements.• Support audit and compliance activities as needed.Qualifications:Education: Bachelors degree in Computer Science, Information Technology, or a related field. Masters degree preferred.Experience: Minimum of 8+ years of experience in ETL design and development.• Extensive experience with Oracle Financial Services Analytical Applications (OFSAA).• Proven track record in data integration projects, including experience with tools like Informatica, Talend, or similar.• Strong understanding of data warehousing concepts and best practices.Skills:• Proficiency in SQL and database management systems (Oracle, SQL Server, etc.).• Strong analytical and problem-solving skills.• Excellent communication and interpersonal skills.• Ability to work independently and as part of a team.• Familiarity with cloud-based data platforms (e.g., AWS, Azure) is a plus.",Royal Cyber,ETL Architect,https://www.naukrigulf.com/etl-architect-jobs-in-saudi-arabia-in-royal-cyber-10-to-19-years-n-cd-20010126-jid-100724501246,2024-07-26,DATA ANALYST,4,26,7,2024,91,10-19,,"['communication', 'design', 'initiative', 'integrity', 'interpersonal skills', 'leadership', 'problem-solving', 'responsible']","['business intelligence', 'cloud', 'data governance', 'data integration', 'data pipelines', 'data warehousing', 'ml', 'monitoring', 'problem-solving skills', 'transform']",['bachelor'],8
4,Posted 30+ days ago,Eastern Province,,"Job DescriptionRoles & ResponsibilitiesResponsibilities:• Transforming data into readable and goal-oriented reports to assist in continuous innovation and growth.• Managing data sets, including creation, updating, and deletion.• Conducting analysis to evaluate data quality and significance.• Producing reports and visualizations that illustrate trends within the data.• Managing and designing the repor ting environment, including data sources, security, and metadata.Essential Requirements:• Bachelor's degree in a relevant field.• A minimum of 5 years of relevant professional experience in data analysis.• Hands-on experience in report and dashboard development in Power BI, and SAP.• Certifications in data analysis or related fields are a plus.• Proven experience in data analysis, reporting, and visualization.• Proficient in data transformation and management.• Strong analytical and problem-solving skills.• Excellent communication and teamwork abilities.• Familiarity with project controls and management concepts.",DAR AL RIYADH,DATA ANALYST,https://www.naukrigulf.com/data-analyst-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-dar-al-riyadh-5-to-10-years-n-cd-10006720-jid-130524500516,2024-07-26,DATA ANALYST,4,26,7,2024,30,5-10,,"['analysis', 'communication', 'design', 'innovation', 'problem-solving', 'professional', 'teamwork']","['data analysis', 'problem-solving skills', 'transform']",['bachelor'],5
5,Posted on 3 Jul,Jeddah,,"Job DescriptionRoles & Responsibilities INSPIRE | EXHILARATE | DELIGHTFor over six decades, Chalhoub Group has been a partner and creator of luxury experiences in the Middle East. The Group, in its endeavour to excel as a hybrid retailer, has reinforced its distribution and marketing services with a portfolio of eight owned brands and over 300 international brands in the luxury, beauty, fashion, and art de vivre categories. More recently, the Group expanded its expertise into new categories of luxury watches, jewellery, and eyewear.Every step at Chalhoub Group is taken with the customer at heart. Be it constantly reinventing itself or focusing on innovation to provide luxury experiences at over 750+ experiential retail stores, online and through mobile apps, each touch point leads to delighting the customer.Today, Chalhoub Group stands for 14,000 skilled and talented professionals across seven countries, whose cohesive efforts have resulted in the Group being ranked third in the Middle East and first in Saudi Arabia as a Great Place to Work .To keep the innovation journey going, the Group has set up  The Greenhouse , which is not just an innovation hub, but also an incubator space and accelerator for start-ups and small businesses in the region and internationally. This is just one of the several initiatives taken by the Group to reinvent itself, catalysed by forward thinking and future-proofing. The Group has also been embedding sustainability at the core of its business strategy with a clear commitment towards people, partners and the planet, and by being a member of the United Nations Global Compact Community and signatory of the Women's Empowerment Principles. What you'll be doing By being part of our journey here at Chalhoub Group, you can make a real impact on customers and some of the finest brands in the world. In return, you ll have everything you need to innovate your career.What you'll need to succeedWe are always looking for ambitious students and graduates from a wide range of backgrounds for our professional internship programs. You will up-skill in the everyday and experience working as a valued member of the team - you will be empowered to innovate, develop and learn in a fun and supportive environment!Are you ready to jump start your career with the Middle East's Leading Luxury Retail Group?• You will be determined to succeed in all you do • You take initiative, listen, learn and challenge the status quo • You think like an entrepreneur and are motivated to create your own success • You like to have fun and you will bring positivity and a smile to your work and the team!What we can offer you  With us, you will turn your aspirations into reality.  We will help shape your journey through enriching experiences, learning and development opportunities and exposure to different assignments within your role or through internal mobility. Our Group offers diverse career paths for those who are extraordinary, every day. We recognise the value that you bring, and we strive to provide a competitive benefits package which includes health care, child education contribution, remote and flexible working policies as well as exclusive employee discounts.  To view all our perks and benefits,  click here.We Invite All Applicants to ApplyIt Takes Diversity Of Thought, Culture, Background, Differing Abilities and Perspectives to truly Inspire, Exhilarate and Delight our customers. At Chalhoub Group, we are committed to inclusion and diversity.We welcome all applicants to apply and be part of our exciting future. We ensure equal opportunity for all our applicants without regard to gender, age, race, religion, national origin or disability status.",Chalhoub Group,Data Analyst Trainee,https://www.naukrigulf.com/data-analyst-trainee-jobs-in-jeddah-saudi-arabia-in-chalhoub-group-3-to-5-years-n-cd-10003174-jid-040724501562,2024-07-26,DATA ANALYST,4,26,7,2024,97,3-5,,"['commitment', 'focus', 'initiative', 'innovation', 'motivated', 'professional']",[],[],1
6,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesResponsibilities• Developing algorithms and statistical models, and conducting appropriate statistical analysis,and interpretation of the results.•  Prepare reports, charts, and graphs to share results and analytics,and their use in decision-making.•  Analyze the facility's data processing and collection processes, identify improvement opportunities, and deliverAdvice on the course of action of research staff.• Use of query analysis and reporting tools.• Ensure the effective implementation and modification of customer database systems.• Participate in the development and implementation of customer database management policies and standards to monitor the planning, coordination, and implementation of security measures to protect customer databases.Quality and efficient data management.• Design and run a program to monitor client and server database performance and usageHardware, software and manual procedures to verify the integrity of customer database systems.customer data, and create, maintain, and manage entity data repositories and scripts Collaborate with end users to identify needs and opportunities for design improvement• Data manipulation, stored procedures, views, functions, and reportsand models.Qualifications•  Ability to analyze data• The ability to identify weaknesses•  The ability to build performance indicators•  Ability to prepare reports •  Responsibility•  Team work•  Adhere to directions•  Commitment to the administrative hierarchyorganizational",The Professionals,Data Analyst Specialist,https://www.naukrigulf.com/data-analyst-specialist-jobs-in-riyadh-saudi-arabia-in-the-professionals-2-to-4-years-n-cd-40001756-jid-210624500188,2024-07-26,DATA ANALYST,4,26,7,2024,30,2-4,,"['analysis', 'coordination', 'decision-making', 'design', 'integrity', 'organization', 'planning', 'research']",['statistical analysis'],['bachelor'],4
7,Posted on 8 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesJob Description:Parsons is looking for an amazingly talented Data Analysis Manager to join our team!Provide consulting services as part of the Data Team. They administer components of the Common Data Environment (CDE), update procedures, and workflows to ensure compliance with international BIM and GIS standards (IAW ISO Standard Series 19100, ISO19650), and to include metadata requirements. Candidate should understand the design and coordination process, be able to adapt to varying project standards, and have the skills to develop the CDE environment to specifications.KEY RESPONSIBILITIES:• Administer and develop components of the CDE.• Bentley ProjectWise project support including project creation and configuration, workspace implementation, workflow development, access control, plotting/renditioning, environment configuration and troubleshooting, and software/product integration support.Bentley ProjectWise Server administration including system upgrades, resource monitoring, server configuration, and system architecture POSITION SUMMARY:• planning and coordinating product deployments with CDE and BIM team.• Support Bentley CONNECT Services for project teams. CONNECT Projects with ProjectWise repositories and setting up applicable CONNECT services.• Design and create quality control feedback mechanisms, reports, and documentation to support teams addressing data CDE content. • Recommend process for review of data integration workflows such as CAD/BIM data to GIS.• Recommend processes for the review of 3D models for use in analysis and documentation.• Coordinate models & workflow between members of the design team.• Contribute to project-specific QA/QC efforts.QUALIFICATIONS• 4-year degree in rEngineering or simliar • 10+ years of related experience.• Ability to maintain CDE environment and other similar systems.• Proficiency in CDE software applications, in particular Bentley ProjectWise, and programming is required.• Proficiency in BIM-related software such as AutoDesk Products (Revit).• Requires a demonstrated proficiency in both written and oral communication skills and a working knowledge of industry practices. • Well-developed skills with one or more CDE packages including scripting, programming, modelling, and designing.• Ability to independently assess data anomalies, software problems, and program design flaws, and take appropriate steps to make the project work.DESIRED EXPERIENCE:• Knowledge of programming and scripting languages such as Visual Basic, Python, HTML, AML, EML, Cold Fusion, C# preferable.• Systems automation skills (e.g., UNIX scripts, NT batch scripts, Linux scripts). • Systems and peripheral troubleshooting skills.• Vendor certifications (E.g., Bentley ProjectWise Certification, Bentley Open Roads).• Knowledge of GIS, BIM related software such as AutoDesk Products (Revit), Bentley Products (ProjectWise), and Digital Twin software.• Knowledge of other modelling products (AECOsim, Rhino).• Knowledge of CAD/BIM data formats, quality control/review processes relating to BIM standards, scripting skills for development of automated testing and quality reviews.  • Experience implementing BIM standards and quality control procedures on BIM projects.• Proficiency in basic office automation software including MS-Word or MS-Excel.Minimum Clearance Required to Start: Not Applicable/NoneParsons is an equal opportunity employer committed to diversity in the workplace. Minority/Female/Disabled/Protected Veteran.",Parsons Corporation,Data Analysis Manager,https://www.naukrigulf.com/data-analysis-manager-jobs-in-riyadh-saudi-arabia-in-parsons-corporation-10-to-12-years-n-cd-10003462-jid-090724500324,2024-07-26,DATA ANALYST,4,26,7,2024,92,10-12,,"['analysis', 'communication', 'communication skills', 'coordination', 'design', 'planning', 'written and oral communication']","['data integration', 'ml', 'monitoring', 'scripting']",[],3
8,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & Responsibilities>
Data analysis and market research consultant with more than 8 years of experience in the same field. Knowledge of indicators, questionnaires and statistics."",""Work_Experience"":""5+ years"",""",Rib enterprises,Data analysis and market research consultant,https://www.naukrigulf.com/data-analysis-and-market-research-consultant-jobs-in-riyadh-saudi-arabia-in-rib-enterprises-5-to-10-years-n-cd-40001715-jid-310524500256,2024-07-26,DATA ANALYST,4,26,7,2024,30,5-10,,"['analysis', 'research']",['statistics'],[],2
9,Posted on 3 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesAbout the RoleMedia.Monks is looking for a talented Social Data Analyst with great knowledge of social analytics, social listening and a high level of English and Arabic. You will have to apply a combination of technical, business thinking and analytical skills to strengthen the company's value proposition in developing strategies through analysis, learning and recommendations based on an excellent command of data. The client you will be working for is one of the leaders in reimagining urban living in the KSA and you will be part of an amazing and exciting team that has grown exponentially over the last year, forecasting an even greater future!  Responsibilities:• Experience with social listening using tools such as Brandwatch/Sprinklr/Talkwalker to build queries and develop dashboards and alerts based on the reporting needs of the clients. Understanding of Boolean expression building is key for this role.• Use social engagement tools such as Emplifi to understand community and content performance developing this into actionable insights for the business. • Develop key insights backed by data which can be used to enhance the agency's offering to the client and improve overall performance.• Generate daily, weekly and monthly content performance reports for our clients' platforms and collaborate in sessions with the content and creative teams to optimise the platform in terms of content, messages, formats and duration based on the insights and learning that emerge from the reports• Monitor and understand the behaviour of social media users through owned platforms and 3rd party.• Keep abreast of new trends and optimisation strategies related to data and trend analysis. Tools:• Analytics : Brandwatch (or other social media listening tools), Google Analytics, Emplifi, Sprinklr, Google Data Studio, Adobe Analytics and other social media and market research tools• Organisation: Google Suite (Google Docs, Google Sheets, Google Slides)• Visualisation : Google Data Studio, Tableau or similar Competencies and skills• Experience in project management and presentation to different audiences• Experience with social media listening analysis: Queries creation, conversation and sentiment analysis.• Experience in channel and content performance related to social media• Able to work autonomously and a high level of ownership, ensuring deliverables and deadline accomplishment. • High level of English and Arabic (direct contact with international clients and local peers)• Experience in digital research or market research• Strategic thinking and focus on results• Client facing experience• Able to work in a fast-paced working environment#LI-FP1At Media.Monks, we believe in fostering an environment where a diversity of perspectives can thrive. We proactively work to design hiring processes that promote equity and inclusion while mitigating bias. We celebrate diversity and are committed to building a team that reflects the communities we serve. We welcome and encourage qualified applicants, from all backgrounds, who are excited to contribute to our mission.  About Media.MonksMedia.Monks is the purely digital, unitary operating brand of S4Capital plc that connects 7,600+ digital natives across one global team. We are united by a mission to shift industries forward and pave the path towards ambitious outcomes so our clients and our people can realize their full potential for growth. Joining Media.Monks means becoming part of a highly ambitious collective of some of the most gifted, focused, joyful talent from all over the world, with the goal to change the industry for good.Our unified model combines solutions in media, data, social, platforms, studio, experience, brand and technology services to help our clients continuously reinvent themselves throughout increasingly rapid cycles of disruption. Our efforts to shape culture, build innovative technologies and unlock the future of growth have earned recognition from numerous esteemed panels: we maintain a constant presence on Adweek s Fastest Growing lists (2019-23), regular recognition at Cannes Lions, and continual inclusion in AdExchanger s Programmatic Power Players (2020-24). In addition, we ve received the honor of being Adweek s first AI Agency of the year (2023), the title of Webby Production Company of the Year (2021-24), a record number of FWAs, and have earned a spot on Newsweek s Top 100 Global Most Loved Workplaces 2023. Together, these achievements solidify our experience in digital innovation, excellence in craft, and commitment to personal growth.We are an equal-opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents and resonates with the world around us. While we continue to grow our teams, please be mindful of fraudulent job postings and recruiting activities that may use our company name and information. Please be mindful to protect your personal information, especially your national identification number, and bank account information during a recruiting process. While Media.Monks may reach out to potential candidates via LinkedIn, we will always ask applicants to apply through our website ( https://media.monks.com/careers ) and will never ask for payment or bank account information during the recruitment process.Disclaimer: •  Responsible for resourcing and implementing security controls for your teams processes and systems•  Responsible that all your personnel apply information security in accordance with the established information security policy",MediaMonks,Social Data Anaylst,https://www.naukrigulf.com/social-data-anaylst-jobs-in-riyadh-saudi-arabia-in-mediamonks-2-to-4-years-n-cd-10002501-jid-040724500682,2024-07-26,DATA ANALYST,4,26,7,2024,97,2-4,,"['analysis', 'analytical skills', 'commitment', 'design', 'focus', 'innovation', 'insight', 'ownership', 'project management', 'research']",['project management'],['bachelor'],5
11,Posted 1 week ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesWhat You'll Do• Develop a trusted reputation as a research expert and a product and design thought leader among designers, product managers, engineers, and data analysts who care deeply about creating top- notch user experiences.• Create and own your research roadmap, prioritizing research that will have the most significant impact on your team s product strategy and roadmap.• Execute best in class generative and evaluative research end to end, including project scoping and design, execution, analysis, socialization, and activation.• Sustain an informed and empathetic organization by strengthening our understanding of our customers and evangelizing research insights throughout the company.• Highlight usability issues and advise your team on how to improve them.• Increase research efficiency by contributing to the optimization of tools, processes, and workflows with the research team.• Share your passion, expertise, and knowledge to help elevate your fellow researchers and the research function.Requirements• 5+ years of professional and 3+ years of practical UX research experience with experience testing consumer software across multiple surfaces (Desktop, Mobile Web, iOS and, Android).• Track record of utilizing multiple qualitative and/or quantitative research methods to drive business and product decisions.• End-to-end experience with all aspects of user research (study design, recruiting, moderation, analysis, reporting).• A portfolio demonstrating your work as a UX researcher along with stories about how your research helped fuel product breakthroughs.• Experience working with stakeholders to understand their needs and translate them into study designs and research questions.• Excellent communication, presentation and analytical skills; the ability to communicate complex concepts clearly and persuasively to different audiences within AZM X.• Degree in Human-Computer Interaction, Design, Sociology, Psychology, Anthropology or related field, or equivalent practical experience.Experience• 5+ years of professional UX Research experience, having done multiple successful Projects.• Passion for making high-quality experiences, and a demonstrable portfolio.• Experience directing and mentoring designers.",Azmx,Senior UX Research Consultant,https://www.naukrigulf.com/senior-ux-research-consultant-jobs-in-riyadh-saudi-arabia-in-azmx-3-to-5-years-n-cd-40001863-jid-190724500323,2024-07-26,DATA ANALYST,4,26,7,2024,,3-5,,"['analysis', 'analytical skills', 'communication', 'design', 'insight', 'organization', 'passion', 'prioritizing', 'professional', 'research']",[],[],1
12,Employer ActivePosted Today,Riyadh,,"Job DescriptionRoles & ResponsibilitiesAbout This Job We are currently seeking an Online Data Analyst to join our team. In this full-time remote position, you will oversee data collection, analysis, and input across our online systems and social media platforms. This role presents an exciting opportunity to make a significant impact within our organization from the comfort of your own home.Join us in making a difference through accurate data management and efficient workflow processes. We look forward to welcoming a dedicated Remote Data Entry Clerk to our team.Responsibilities Enter data from source documents into prescribed computer databases, files, and forms accurately and efficiently.Verify accuracy and completeness of data by reviewing, correcting, deleting, or re-entering data.Maintain confidentiality regarding sensitive information.Respond to inquiries regarding data and information.Requirements Proven experience as a data entry clerk or similar position.Fast typing skills; knowledge of touch typing system is preferred.Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel, etc.).Basic understanding of databases.Great attention to detail.High school diploma or equivalent.Skills Strong organizational and time-management skills.Ability to work independently with minimal supervision.Good communication skills.Adaptability and willingness to learn new tasks.Privileges Competitive pay based on experience.Flexible working hours.Remote work opportunity.Potential for growth and advancement within the company.",S3WM :: web media + desi,Virtual Assistant - Data Entry Admin,https://www.naukrigulf.com/virtual-assistant-data-entry-admin-jobs-in-riyadh-saudi-arabia-in-s3wm-web-media-desi-3-to-4-years-n-cd-20010162-jid-260724501136,2024-07-26,DATA ANALYST,4,26,7,2024,0,3-4,,"['accuracy', 'analysis', 'attention to detail', 'communication', 'communication skills', 'organization']",[],[],1
13,Posted on 8 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesPosition Overview: We are seeking a skilled Azure Data Engineer to join ourteam. The ideal candidate will be responsible for designing, implementing, andmaintaining data solutions on the Azure platform. This role requires a deepunderstanding of Azure data services, strong data engineering skills, and theability to work with cross-functional teams to meet business requirements.Key Responsibilities• Design and develop scalable data pipelines and dataintegration solutions using Azure Data Factory, Azure Databricks, and AzureSynapse.• Implement data storage solutions using Azure SQL Database,Azure Data Lake, and Azure Cosmos DB.• Ensure data quality and integrity through robust datavalidation and cleansing processes.• Optimize data solutions for performance, scalability, andcost-efficiency.• Collaborate with data analysts, data scientists, andbusiness stakeholders to understand data requirements and deliver effectivesolutions.• Develop and maintain ETL processes to extract, transform,and load data from various sources.• Monitor and troubleshoot data pipelines to ensure reliableand timely data delivery.• Document data engineering processes and solutions forreference and compliance.Required Skills• + 7 years of experience• Proficiency in Azure data services, including Azure DataFactory, Azure Databricks, Azure Synapse, and Azure SQL Database.• Strong SQL skills for data manipulation and queryoptimization.• Experience with data modeling and database design.• Knowledge of ETL processes and tools.• Familiarity with data storage solutions such as Azure DataLake and Azure Cosmos DB.• Understanding of data governance and data security bestpractices.• Ability to work collaboratively with cross-functional teams.• Excellent problem-solving skills and the ability totroubleshoot data issues.• Strong communication skills to document processes andinteract with stakeholders.• Experience with programming languages such as Python orScala, Spark pool.",Client of Proven SA,Data Engineer,https://www.naukrigulf.com/data-engineer-jobs-in-riyadh-saudi-arabia-in-client-of-proven-sa-7-to-10-years-n-cd-10050507-jid-090724500887,2024-07-26,DATA ANALYST,4,26,7,2024,92,7-10,,"['collaborative', 'communication', 'communication skills', 'design', 'integrity', 'problem-solving', 'reliable', 'responsible']","['data governance', 'data manipulation', 'data modeling', 'data pipelines', 'data security', 'database design', 'extract', 'problem-solving skills', 'transform']",['bachelor'],8
14,Posted on 14 Jul,Eastern Province,,"Job DescriptionRoles & Responsibilities>
 Duties & Responsibilities:• Formulate and lead multifaceted analytic studies against large volumes of data.• Interpret and analyze data using exploratory mathematics and statistical techniques based on the scientific method.• Coordinate research and analytic activities utilizing various data points (unstructured and structured) and employ programming to clean, massage, and organize the data.• Experiment against data points, provide information based on experiment results and provide previously undiscovered solutions to command data challenges.• Lead all data experiments tasked by the Data Science Team.• Coordinate with Data Engineers to build data environments providing data identified by Data Analysts, Data Integrators, Knowledge Managers, and Intel Analysts.• Develop methodology and processes for prioritization and scheduling of projects.• Analyze problems and determine root causes.• Define company data assets (data models), spark, sparkSQL, and hiveSQL jobs to populate data models.• Work closely with all business units and engineering teams to develop strategy for long term data platform architecture.Requirements• As the successful candidate, you will hold a Bachelor's degree in Operations Research, Industrial Engineering, Applied Mathematics, Statistics, Physics, Computer Science, or related fields. An advanced degree is preferred.• You will have 5-7 years of professional experience in related field• You will have Proficiency with one or more programming languages (Java, C++, Python, R, etc.)• You will be able to demonstrate experience applying data science methods to real-world data problems• You will also have experience in utilizing visualization tools to take advantage of the growing volume of available information"",""Work_Experience"":""5+ years"",""",Client of MVC Resources,Downstream Data Scientist (Expats),https://www.naukrigulf.com/downstream-data-scientist-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-client-of-mvc-resources-5-to-7-years-n-cd-50000096-jid-150724501102,2024-07-26,DATA ANALYST,4,26,7,2024,86,5-7,,"['prioritization', 'professional', 'research']",['mathematics'],[],4
15,Posted on 10 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesHarness the power of data and drive insightsWe're looking for a data-savvy Data Management Analyst to join our team. You'll play a critical role in collecting, cleaning, analyzing, and visualizing data to inform strategic decisions.Responsibilities:• Partner with business stakeholders to understand data needs.• Design and implement data collection and management processes.• Clean and transform raw data to ensure accuracy and consistency.• Conduct data analysis using SQL, Python, or other relevant tools.• Create clear and concise data visualizations to communicate insights.• Develop and maintain data quality standards and documentation.Qualifications:• Bachelor's degree in Data Science, Statistics, or related field (preferred).• Minimum 2 years of experience in data analysis or a related field.• Strong analytical and problem-solving skills.• Proficiency in SQL and data visualization tools (e.g., Tableau, Power BI).• Excellent communication and collaboration skills.Benefits:• Competitive salary and benefits package.• Opportunity to work with cutting-edge technologies and solve real-world problems.• Collaborative and dynamic work environment.• Continuous learning and development opportunities.",Client of imploy,Data Management Analyst,https://www.naukrigulf.com/data-management-analyst-jobs-in-riyadh-saudi-arabia-in-client-of-imploy-2-to-5-years-n-cd-50000292-jid-110724501080,2024-07-26,DATA ANALYST,4,26,7,2024,90,2-5,,"['accuracy', 'analysis', 'collaboration', 'communication', 'insight', 'problem-solving']","['data analysis', 'data visualization', 'problem-solving skills', 'transform']",['bachelor'],9
0,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesMozn is a rapidly growing technology firm revolutionising the field of Artificial Intelligence and Data Science headquartered in Riyadh, Saudi Arabia and it s working to realize Vision 2030 with a proven track record of excellence in supporting and growing the tech ecosystem in Saudi Arabia and the GCC region. Mozn is the trusted AI technology partner for some of the largest government organizations, as well as many large corporations and startups. We are in an exciting stage of scaling the company to provide AI-powered products and solutions both locally and globally that ensure the growth and prosperity of our digital humanity. It is an exciting time to work in the field of AI to create a long-lasting impact.The Mozn brand is alive within a plethora of stakeholder touchpoints and therefore the most suitable candidate for the Senior Software Engineer position would play a critical role in the design, development, and implementation of our software solutions. You will utilize your strong technical expertise, leadership abilities, and problem-solving skills to drive the successful delivery of high-quality software products.As a Senior Software Engineer, your daily workload might include:• Lead the analysis and understanding of the requirements of complex projects, identifying opportunities for innovation.• Design and write highly efficient, testable, scalable, and reusable Python code for advanced ML/AI and data applications, ensuring alignment with architectural standards.• Design, implement, and maintain data architectures including data warehouses, data lakes, and ETL processes, ensuring robust, scalable, and efficient data storage and transfer. • Collaborate with cross-functional teams to optimize data retrieval and provide guidance on best practices for data management and integration.• Collaborate with data scientists, engineers, and other stakeholders to understand model input/output, and translate them into production-ready code.• Oversee the integration of ML/AI algorithms with existing software systems, ensuring seamless functionality.• Supervise the deployment of solutions at the client's premises and provide expert guidance to ensure proper functioning.• Monitor and troubleshoot deployed systems at a higher level. Strategize and implement updates to the code as needed.• Plan, develop, and oversee testing procedures for the applications, ensuring alignment with quality standards.• Maintain comprehensive documentation of the code, deployment process, encountered issues, and their resolutions, promoting clear understanding across the team.• Engage and negotiate with clients to understand their needs, update them on progress, and handle any complex issues or changes they might have.• Stay at the forefront of the latest trends in ML/AI and Python development and contribute to the development of best practices within the team.• Lead and facilitate code reviews to maintain code quality, share knowledge, and mentor junior team members.• Contribute to strategic planning and assist in setting technical direction and priorities for the engineering team.• Cultivate a culture of continuous improvement by encouraging collaboration, innovation, and adherence to quality standards within the team.",Mozn,Senior Software Engineer,https://www.naukrigulf.com/senior-software-engineer-jobs-in-riyadh-saudi-arabia-in-mozn-3-to-5-years-n-cd-10008946-jid-220824500591,2024-10-08,DATA SCIENTIST,3,8,10,2024,30,3-5,,"['analysis', 'collaboration', 'design', 'innovation', 'leadership', 'organization', 'planning', 'problem-solving']","['data architecture', 'ml', 'problem-solving skills']",[],2
