name,key,title,location,date,jobType,posted,days_ago,rating,experience,salary,education,feed,link,Tools,Soft Skills,Industry Skills,description
Arabic Computer Systems,8790ffc7c8d3c2fc,Data Scientist,Riyadh,2024-06-26,Full-time,30+ days ago,30,3.3,[],[],[],https://apply.workable.com/j/04366BD9AB,https://indeed.com/cmp/Arabic-Computer-Systems,"['tableau', 'scala', 'java', 'sql', 'python', 'hadoop', ' r, ']","['passion', 'problem-solving', 'critical thinking', 'research', 'presentation skills', 'analysis', 'communication']","['operations research', 'business intelligence', 'statistics', 'critical thinking', 'problem-solving skills', 'extract', 'data mining', 'data visualization']","we are looking for a data scientist to analyze large amounts of raw information to find patterns that will help improve our company. we will rely on you to build data products to extract valuable business insights. in this role, you should be highly analytical with a knack for analysis, math and statistics. critical thinking and problem-solving skills are essential for interpreting data. we also want to see a passion for machine-learning and research. your goal will be to help our company analyze trends to make better decisions. responsibilities identify valuable data sources and automate collection processes undertake preprocessing of structured and unstructured data analyze large amounts of information to discover trends and patterns build predictive models and machine-learning algorithms combine models through ensemble modeling present information using data visualization techniques propose solutions and strategies to business challenges collaborate with engineering and product development teams requirements proven experience as a data scientist or data analyst experience in data mining understanding of machine-learning and operations research knowledge of r, sql and python; familiarity with scala, java or c++ is an asset experience using business intelligence tools (e.g. tableau) and data frameworks (e.g. hadoop) analytical mind and business acumen strong math skills (e.g. statistics, algebra) problem-solving aptitude excellent communication and presentation skills benefits private health insurance paid time off training &amp; development"
Arabic Computer Systems,e23fb610fec111d9,System Analyst,Al Majma,2024-06-26,Contract,30+ days ago,30,3.3,['35'],[],['bachelor'],https://apply.workable.com/j/27811DF66F,https://indeed.com/cmp/Arabic-Computer-Systems,[],"['problem-solving', 'interpersonal skills', 'research', 'leadership', 'analysis', 'communication', 'design']","['problem-solving skills', 'technical documentation']","arabic computer systems, one of the largest ict companies in saudi arabia, is seeking a talented and experienced system analyst to join their dynamic team. with over 35 years of leadership in the industry, arabic computer systems has a team of more than 3,000 it professionals spread across 23 cities in saudi arabia. the company has been serving government entities and leading companies in saudi arabia, and is focused on expanding through business development initiatives and acquiring cutting edge technology for their enterprise customers. as a system analyst at arabic computer systems, you will play a crucial role in ensuring the successful implementation and maintenance of information systems to meet the needs of their diverse clientele. responsibilities collaborate with business stakeholders and development teams to gather and analyze requirements for new systems or enhancements to existing systems. conduct thorough research and analysis of business processes to identify areas for improvement and propose system enhancements or new solutions. develop and document detailed system design specifications, including system architecture, data structures, and user interface design. coordinate with development teams to ensure proper implementation and testing of system changes or new system deployments. provide technical guidance and support to development teams throughout the development lifecycle. conduct system testing and quality assurance activities to ensure the performance, reliability, and security of implemented systems. prepare and deliver clear and concise technical documentation and reports. requirements bachelor's degree in computer science, information systems, or a related field. should be fresh graduated in-depth knowledge of software development methodologies and system development lifecycle (sdlc). strong analytical and problem-solving skills with the ability to understand complex business requirements. proficiency in english languages excellent communication and interpersonal skills, with the ability to effectively collaborate with cross-functional teams. experience in conducting system testing and quality assurance activities. benefits health insurance monthly salary is 5000 sar"
Arabic Computer Systems,14ea635bd4b815e8,quality lead,Riyadh,2024-06-26,Full-time,30+ days ago,30,3.3,[],[],[],https://apply.workable.com/j/DF831E51DF,https://indeed.com/cmp/Arabic-Computer-Systems,[],"['communication skills', 'confidence', 'planning', 'problem-solving', 'organization', 'coaching', 'attention to detail', 'professional', 'communication', 'prioritizing']","['problem-solving skills', 'metrics']","we are looking for a quality analyst to join our team and help with testing products to meet our organization’s quality standards. quality analyst responsibilities include performing quality tests and validating test cases before products, software and systems are shipped to consumers. ultimately, you will work with a small team to ensure our products meet our organization’s quality standards. responsibilities owning formal qa processes and updating them as per industry-accepted best practices are applied. establish standard quality assurance processes and direction for systems integration, functional, regression, end-to-end, and performance implementing and executing processes, standards and evaluation methods to ensure that quality is maintained. manage and mentor the professional development and goals of team members, conducting regular one-on-one meetings and giving timely feedback. overseeing project deliverables, prioritizing tasks to manage risks, teams’ strengths and assignment of resources across engagement. leading/mentoring/managing quality team to achieve the goals. establishing qa metrics and reporting. when provided access to personal, proprietary and/or otherwise confidential data, maintain such data in the strictest confidence and follows procedures to ensure the privacy, security and proper use of data. developing and managing qa teams and tools. advising and coaching on test driven development. guiding best practices pertaining to quality assurance. expertise in project methodologies such as agile and waterfall. knowledge of various defect management techniques and systems. ability to act as a liaison between the qa and operations teams. detail oriented and receptive to giving and receiving direct feedback. excellent planning and organization skills with the ability to juggle projects and priorities. strong interpersonal and communication skills with the ability to work effectively with diverse teams and customers. strong analytical and problem-solving skills. creative problem solving on a variety of complicated tasks. strong background in defining and implementing alternative approaches to achieve customer goals. requirements investigate customer complaints and product issues proven work experience as a quality analyst or similar role experience in quality inspection, auditing and testing excellent communication skills, both written and verbal strong computer skills and knowledge of qa databases and applications strong analytical and problem-solving skills meticulous attention to detail relevant training and/or certifications as a quality analyst benefits housing - tranportation - medical insurance"
Arabic Computer Systems,7feb9daf89026034,GIS Engineer ( Multiply position ),Medina,2024-06-26,,30+ days ago,30,3.3,"['10-15', '5-8', '5-8', '7-10', '3-5', '3-5', '3-5', '2', '2', '2', '2']",[],['bachelor'],https://apply.workable.com/j/0293C0A13E,https://indeed.com/cmp/Arabic-Computer-Systems,"['sql', 'python']","['analysis', 'design']",['database design'],"gis systems expert: bachelor's degree in gis, it, or related field. 10-15 years of experience in gis system management. strong understanding of business workflows related to spatial data exchange. expertise in esri software and 3d modeling applications. geospatial standards and legislation expert: bachelor's degree in gis, it, or related field. 5-8 years of experience in geospatial data construction. high proficiency in esri software. understanding of business workflows related to spatial data exchange. geospatial data management and publication expert: bachelor's degree in gis, it, or related field. 5-8 years of experience in managing and publishing geospatial data. experience in designing gis architecture and web geospatial data exchange. high skills in esri software, especially arcgis server. geospatial application development expert: bachelor's degree in computer science or it. 7-10 years of experience in web-based mapping application development using esri arcgis. proficiency in programming languages such as c++, c#, vb.net, python. experience in system architecture design. geographic database manager: bachelor's degree in computer science or it. 3-5 years of experience in gis for esri (arcgis) family. experience in commercial geodatabases and python programming. geographic database specialist (saudi): bachelor's degree in computer science or it. 3-5 years of experience in gis for esri (arcgis) family. programming and querying skills in languages like python, sql, arcobjects. gis analyst (saudi): bachelor's degree in geomatics or related field. 3-5 years of experience in databases and spatial analysis. gis systems programmer: bachelor's degree in computer science or it. minimum of 2 years of experience in database design and software development. minimum of 2 years of experience in gis application programming using esri technologies. surveying and gis technician (saudi): diploma in surveying or gis. minimum of 2 years of experience in the field. map drafter: diploma in surveying or gis, or equivalent. minimum of 2 years of experience in the field. familiarity with programming languages like python."
Arabic Computer Systems,f6bed5737716d459,Full Stack Developer,Riyadh,2024-06-26,Full-time,30+ days ago,30,3.3,[],[],[],https://apply.workable.com/j/B51FA4BCE7,https://indeed.com/cmp/Arabic-Computer-Systems,"['mongodb', 'mysql', 'java', 'python', 'xml', 'javascript']","['responsible', 'team player', 'teamwork', 'attention to detail', 'communication', 'design']","['technical documentation', 'statistics']","we are looking for a full stack developer to produce scalable software solutions. you’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. as a full stack developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. you should also be a team player with a knack for visual design and utility. if you’re also familiar with agile methodologies, we’d like to meet you. responsibilities work with development teams and product managers to ideate software solutions design client-side and server-side architecture build the front-end of applications through appealing visual design develop and manage well-functioning databases and applications write effective apis test software to ensure responsiveness and efficiency troubleshoot, debug and upgrade software build features and applications with a mobile responsive design write technical documentation work with data scientists and analysts to improve software requirements familiarity with common stacks knowledge of multiple front-end languages and libraries (e.g. html/ css, javascript, xml, jquery) knowledge of multiple back-end languages (e.g. c#, java, python) and javascript frameworks (e.g. angular, react, node.js) familiarity with databases (e.g. mysql, mongodb), web servers (e.g. apache) and ui/ux design excellent communication and teamwork skills great attention to detail organizational skills an analytical mind degree in computer science, statistics or relevant field"
Arabic Computer Systems,f8a5e282b620ed7f,Senior Database Developer and Administrator,Riyadh,2024-06-26,Full-time,30+ days ago,30,3.3,"['35', '8']",[],['bachelor'],https://apply.workable.com/j/1C6403465C,https://indeed.com/cmp/Arabic-Computer-Systems,"['sql server', ' git ', 'azure', 'sql']","['analytical skills', 'design']","['devops', 'database design', 'monitoring']","arabic computer systems, one of the largest ict companies in saudi arabia, is seeking a highly skilled senior database developer and administrator to join our dynamic team. with over 35 years of experience in the industry, acs serves government entities and some of the middle east’s leading companies. the successful candidate will play a crucial role in maintaining and improving our database systems, contributing to the development of cutting-edge technology, and guiding the team in best practices. responsibilities manage and maintain all acs database systems, ensuring optimal performance, security, and reliability. develop and maintain database architecture, data structures, and stored procedures. troubleshoot any database related issues, and proactively propose solutions to prevent future problems. collaborate with cross-functional teams including software developers, business analysts, and project managers to identify and meet database requirements. perform regular database backups and disaster recovery procedures. continuously improve performance by conducting regular maintenance, monitoring, and tuning of databases. mentor and guide junior database developers and administrators. requirements bachelor’s degree in computer information systems or a related field. experience 8 years in dbms database development and administration - experience with microsoft sql server 2016 database design and development. - experience with microsoft sql server 2016 administration level. - experience with microsoft sql server profiler 2016. - experience with database engine tuning advisor. - experience in agile scrum. - experience with microsoft azure devops. - experience with git source control. - experience in web applications development programming using .net / c#. - must have problem solving skills. - must have analytical skills. - must have communications skills. - carries out other job related duties as required by the team leader, head of systems and application, information and communications technology department head."
Araamis,2877c706d2bb46fb,Business Analyst,Riyadh,2024-06-26,Full-time,30+ days ago,30,,[],[],[],https://araamisconsulting.recruitee.com/o/business-analyst?source=Indeed,https://indeed.com/cmp/Araamis,"['powerpoint', ' excel ', 'outlook']","['flexibility', 'initiative', 'team player', 'motivated', 'organization', 'research', 'professional', 'analysis', 'design']",[],"based within our management consulting business line, an analyst intern works with senior consultants on client engagements or investment assignments to perform industry analysis and make suitable recommendations for a specific project engagement and duration. manage project data gathering from client and external sources perform complex analysis with the support of other senior consultants build advanced business models with excel or other modelling tools conduct market research and summaries findings and conclusions, based on large amounts of data participate in team and client discussions and ensure key takeaways are captured prepare benchmarking studies on specific topics design and create powerpoint slides for clients or for internal discussions manage project logistics and support the manager in the day-to-day organization of meetings. experience and skills: fluency in english (written and spoken) proficient in microsoft office applications: outlook, excel, word and powerpoint personal attributes: highly organized and structured logical and lateral thinker strongly motivated to perform, learn and improve flexibility to accommodate frequent travel proactively takes the initiative beyond the tasks assigned and is resourceful team player, open-minded, possesses cultural awareness and sensitivity smart appearance, well-presented and professional at all times mature demeanor and positive attitude, as well as discretion and sensitivity when dealing with clients willingness to commit to and align with company culture and values"
Alfaisal University,4cd77820ebbc9269,DevOps Engineer,Riyadh,2024-06-26,,30+ days ago,30,4.0,['3'],[],['bachelor'],https://jobs.alfaisal.edu/nac/pages/devopsengineer120922,https://indeed.com/cmp/Alfaisal-University,"['github', 'python', 'terraform', 'aws', 'cloud', 'kubernetes', 'ci/cd', 'jenkins']","['responsible', 'analysis', 'professional', 'design']","['technical documentation', 'scripting', 'monitoring', 'cloud', 'kubernetes', 'ci/cd', 'devops']","overview department information technology divisionfinance &amp; administration job familyinformation technology reports tosystem development officer locationalfaisal university - riyadh job summary the devops engineer is responsible for coding and modifying moderately complex programs, test and debugs codes; maintains and modifies moderately complex computer programs, performs analysis and design of programs. the analyst programmer also edits and approves user and application documentation for the use of new and revised systems, including operational documentation. integrate devops methodology into development, deployment, and operations lifecycle design and implement continuous integration/delivery pipelines provision and maintain infrastructure in private cloud using iac tools build, manage, and operate kubernetes/swarm clusters automate changes to infrastructure configuration using a configuration management tool tune linux operating systems and containerized applications to increase performance and reliability of services monitor and diagnose system operational problems quickly and effectively primary duties &amp; responsibilities analyzes user requests to determine parameters of required program and if a new program must be created or if an existing program can be modified designs, codes, tests, maintain, and documents moderately complex computer programs based on user requests builds moderately complex user interface applications and back-end databases using mid-level skills in various web development tools, programming languages and scripting languages authors moderately complex web pages and standard templates into which user content is loaded to generate dynamic web pages analyzes and documents user information needs or business problems and assists in determining most effective/efficient programming solution assists in analysis of existing software and hardware systems and procedures; recommends modifications or creations of computer programs and user procedures to best meet user’s needs; makes recommendations regarding any needed changes establishes liaison relationship with suppliers in order to provide technical solutions through the analysis of business workflows and an understanding of business needs assists users and peers by solving problems and providing training in areas of expertise prepares user and technical documentation for the implementation, support, and running of new and/or modified systems provides technical support and unique data reports as requested by end-users acts as a backup computer operator, as operations require assists in staff development by training employees, scheduling, directing and monitoring student employees, and serving as an informational resource regarding policies and procedures maintains professional knowledge of current trends and developments in the field and applies pertinent new knowledge to performance of other responsibilities maintains a consistent, high quality, customer-focused approach when conducting business and providing services or products to clients, the general public and other external customers experience working with aws cloud, or any major cloud provider experience managing linux/unix operating systems in a heterogeneous environment proficient in scripting using bash/python understanding of api gateway (kong) and it’s administration network and cluster security. understanding of iam platforms and their administration familiar with the different software runtimes (e.g. php, python, nodejs..etc) good understanding of relational/non-relational databases, caching and messaging systems extensive knowledge of infrastructure automation tools (e.g. terraform/ansible..etc) experience building &amp; managing ci/cd systems (jenkins) experience working with containers &amp; kubernetes at a high scale strong background in linux, and tcp/ip networking an understanding of code review and familiarity with tools like github and gitlab experience with modernization approaches include refactoring into cloud-native microservices experience building &amp; managing ci/cd systems (jenkins) internal relationships system development officer program users external relationships it program suppliers education &amp; experience bachelor’s degree in computer science or information technology related field. 3 years of related experience please upload cv in english only"
AlMosafer,b71e42a4a50e30b0,Data Intelligence Analyst – Officer/Senior Officer,Riyadh,2024-06-26,Permanent,30+ days ago,30,3.3,['1+'],[],[],https://jobs.smartrecruiters.com/AlMosafer/743999812585691-data-intelligence-analyst-officer-senior-officer,https://indeed.com/cmp/Almosafer,[],"['analytical skills', 'analysis', 'research', 'design']","['data governance', 'data analysis']","job description we are looking for a passionate data analyst whos main responsibilities include conducting full lifecycle analysis to include requirements, activities, and design. data analysts will develop analysis and reporting capabilities. they will also monitor performance and quality control plans to identify improvements. responsibilities act as a single point of contact for sbu/fu for their data needs process data requests from sbu/fu that do not require building data products perform and deliver analytical work on ad-hoc requests from sbu/cfu identify data needs that require building a product and channel them to data governance define detailed use cases for analytic and monetization initiatives execute implementation of analytic and monetization initiatives perform training delivery and handover of analytic and monetization initiatives analyze and approve improvement requests for analytic and monetization qualifications bsc or msc in stem' or bus. admin 1+ years of experience in data analysis strong analytical skills knowledge of advanced statistical and analytical tools and methodologies knowledge of qualitative research methodologies prior experience in travel industry (preferred) fluent english, fluent arabic (preferred)"
Akima,cebe7850f5b954ce,CH-47F Quality Control Inspector,Tabuk,2024-06-26,,30+ days ago,30,3.4,['000'],[],"['graduate', ' ms ']",https://rr.jobsyn.org/754768048C6D43AB81964F2B231080671554,https://indeed.com/cmp/Akima-1,[],"['responsible', 'accuracy', 'communication skills', 'innovation', 'organization', 'coordination', 'coaching', 'research', 'professional', 'analysis', 'communication']",[],"overview work where it matters pinnacle solutions, an akima company, is not just another federal contractor. as an alaska native corporation (anc), our mission and purpose extend beyond our exciting federal projects as we support our shareholder communities in alaska. at pinnacle solutions , the work you do every day makes a difference in the lives of our 15,000 iñupiat shareholders, a group of alaska natives from one of the most remote and harshest environments in the united states. for our shareholders, pinnacle solutions provides support and employment opportunities and contributes to the survival of a culture that has thrived above the arctic circle for more than 10,000 years. for our government customers, pinnacle solutions delivers comprehensive services for general construction and renovation, as well as civil and marine construction. as a pinnacle solutions employee, you will be surrounded by a challenging, yet supportive work environment that is committed to innovation and diversity, two of our most important values. you will also have access to our comprehensive benefits and competitive pay in addition to growth opportunities and excellent retirement options. job summary: pinnacle solutions is looking for a ch-47f quality control inspector to work in saudi arabia. functions as the aviation maintenance quality control technical inspector under the direction of the aviation quality control (qc) manager on a ch-47f aircraft. functions as the data analyst technical compliance documentation administrator, ch-47 weight and balance technician and the technical expert on the aircraft ensuring airworthiness. responsibilities job responsibilities: ensures that maintenance quality control functional activities and procedures among designated organizations are aligned and synchronized with maintenance process and procedures to achieve established platform operational readiness (or) rates iaw contractual requirements. responsible for the assistance to qc manager in establishing and enforcing maintenance quality control processes, procedures, records and reports, that provide immediate situational awareness of platform or rates. assists qc manager in establishing daily maintenance quality control organizational goals with production control, objectives and priorities for implementation in order to achieve stated or rates. assists with establishing the maintenance quality control processes, procedures, standards, measures, reports in support of the maintenance program. reports to directed inquiries, investigations, and research analysis related to quality control maintenance processes and supporting maintenance activities to the maintenance manager through the quality control manager. responsible to remain current in any required certification, training, and qualifications of the quality control technical inspectors’ functions. attends a daily production control meeting for coordination and synchronization with maintenance section representative and scm representative as required. ensures all quality control maintenance operations and related maintenance support activities are conducted in a safe manner. inspects back shops as directed by the quality control manager. maintains aircraft historical with 100% accuracy. determines requirement to conduct a post maintenance check flight (pmcf) / functional check flight (fcf) and provides inspection criteria interpretation to maintenance staff. proficient in the use of common measuring tools, precision measuring gages and alignment fixtures (gfe). performs as weight and balance (w&amp;b) technician to complete weight and balance records/forms for all assigned aircraft and complete all appropriate weight and balance documentation according to the rslfac directives and applicable manuals. communicates effectively with qc/pc manager with safety and mission accomplishment always at the forefront. supports, in coordination with the maintenance lead and qc manager, the downed aircraft recovery team (dart) process and procedure. provides on-the-job training, coaching, and mentoring to rslfac personnel in all aspects of quality control, safety and performance of maintenance activities. other duties as assigned and or directed by quality control manager qualifications minimum qualifications: ten (10) years cumulative experience in rotary aviation maintenance. five (5) years' experience as an mh or ch-47d/e/f/g aircraft mechanic or maintenance technician. three (3) years' experience as a ch-47d/f technical inspector. graduate of a us military aviation maintenance course (15 series). graduate of alc (bncoc). proficient in the use of awbs software. proficient in the use of computer-hosted interactive technical manuals, aircraft maintenance forms, and other aircraft-related documentation. proficient in ms office software. professional verbal, written, and interpersonal communication skills. ability to effectively communicate with the customer in a professional and courteous manner. possess a valid issued driver’s license. 12. successfully pass an overseas deployment physical upon hire. hs diploma or equivalent required. must be a us citizen. desired qualifications: five (5) years' experience as aviation quality control inspector or supervisor. associate degree in aviation management. faa a&amp;p certificate. we are an equal opportunity employer and comply with all applicable federal, state, and local fair employment practices laws. all applicants will receive consideration for employment, without regard to race, color, religion, creed, national origin, gender or gender-identity, age, marital status, sexual orientation, veteran status, disability, pregnancy or parental status, or any other basis prohibited by law. if you are an individual with a disability, or have known limitations related to pregnancy, childbirth, or related medical conditions, and would like to request a reasonable accommodation for any part of the employment process, please contact us at job-assist@akima.com or 571-353-7053 (information about job applications status is not available at this contact information). job: military specific occupations travel: yes, 25% of the time organization: pinnacle solutions clearance: not applicable work type: on-site remote: no reqid: 2024-8023"
AL ITTEFAQ STEEL PRODUCTS CO.,f01d4702f254824c,"Analyst, Cyber Security",Dammam,2024-06-26,,30+ days ago,30,,[],[],[],https://career2.successfactors.eu/career?company=altuwairqi&career_ns=job_listing&career_job_req_id=9365,https://indeed.com/cmp/Al-Ittefaq-Steel-Products-Co.,[],['organization'],[],"assessment &amp; management of it security and it risk (e.g., data systems, network and/or web) across the enterprise address questions from internal and external audits and examinations. develop &amp; review policies, procedures and standards that meet existing and newly developed policy and regulatory able to conduct risk assessment for it division. facilitate it security/risk training curriculum ability to work with siem solutions and retrieve/read log reports. serve as project manager/lead within it security projects. promote awareness of applicable regulatory standards, upstream risks and industry best practices across the organization assesses information risk and facilitates remediation of identified vulnerabilities with the company network, systems, and applications. reports on findings and recommendations for corrective action performs vulnerability assessments &amp; penetration testing as assigned utilizing it security tools and methodologies identifies opportunities to reduce risk and documents remediation options regarding acceptance or mitigation of risk scenario."
Fugro,e4491c3f9f23adfa,Digital Transformation Specialist,Dammam,2024-06-26,Full-time,30+ days ago,30,3.8,['5-8'],[],[],https://fugro.wd3.myworkdayjobs.com/en-US/Careers/job/Dammam-Saudi-Arabia/Digital-Transformation-Specialist_R0023753,https://indeed.com/cmp/Fugro,['llms'],"['responsible', 'innovation', 'organization', 'agility', 'research', 'analysis', 'continuous learning']",['llms'],"job description join our dynamic team as digital transformation specialist and play a pivotal role in driving organizational change through innovative digital initatives. the digital transformation specialist is responsible for driving technological innovation and digital transformation within the organization. they analyze business workflows, develop automation scripts, and integrate technologies like rpa and llms to optimize processes and enhance productivity. additionally, they provide strategic guidance on digital initiatives and foster a culture of continuous learning and innovation. key responsibilities: 1. identify and analyze business workflows and identify automation opportunities. 2. develop and implement automation scripts and integrate rpa and lmm technologies. 3. collaborate with cross-functional teams to drive digital transformation initiatives and align technology solutions with organizational goals. 4. lead training sessions and workshops to educate teams on digital technologies and foster a culture of continuous learning and improvement. 5. evaluate and recommend new digital tools and technologies to enhance operational efficiency and drive innovation. the digital transformation specialist plays a critical role in shaping the organization's digital landscape, driving efficiency, agility, and competitiveness in today's rapidly evolving business environment working closely with cross-functional teams, the digital transformation specialist analyzes business workflows, identifies automation opportunities, and develops custom automation scripts and bots to streamline processes. works together with the regional head it &amp; digital transformation to develop a business value driven regional digital transformation portfolio enjoys working with various regional stakeholders to understand fugro operations and supporting processes. works closely with the regional business analysts in mei builds strong relationships with stakeholders to ensure (business) objectives are achieved. collaborates with the applications team and project organization to ensure applications support business processes well, meet organizational needs and are adopted in the region. gather data and documentation related to current business workflow participate in and host process workshops analyze workflow processes and identify bottlenecks, inefficiencies, and areas for improvement utilize analytical tools and methodologies to conduct a thorough assessment of workflow performance document findings and recommendations for optimization, including potential solutions and strategies present analysis results to relevant stakeholders for feedback and validation assess current business workflows to identify potential areas for automation and optimization research and evaluate llm (large language model) and rpa (robotic process automation) solutions suitable for the organization's needs collaborate with relevant stakeholders to ensure smooth integration and adoption of new technologies monitor and measure the impact of llm and rpa implementation on workflow optimization identify opportunities for digital transformation to streamline workflows and enhance efficiency. implement digital tools, technologies, and processes to automate and optimize workflow tasks continuously iterate and refine digital workflows based on feedback and insights. conduct training sessions for employees, ensuring comprehensive coverage and understanding in llm and other ai technologies provide additional support or resources for employees who require further assistance identify ai technologies relevant to the organization's objectives and goals. provide training and support to employees for adapting to new digital tools and processes conduct training sessions for employees, ensuring comprehensive coverage and understanding in llm and other ai technologies provide additional support or resources for employees who require further assistance identify ai technologies relevant to the organization's objectives and goals. provide training and support to employees for adapting to new digital tools and processes train employees on how to use llm and rpa tools effectively. you will bring: minimum of 5-8 years of working experience. must have experience in ai and business process improvements with technology. beneficial to have experience in data science change management experience and workshop facilitation skills are beneficial. a reasonable business acumen and understanding of organization structures and general business operations. ability to identify bottlenecks, inefficiencies and areas of improvement within business processes. good problem identification and solving skills are an advantage. disclaimer for recruitment agencies: fugro does not accept any unsolicited applications from recruitment agencies. acquisition to fugro recruitment or any fugro employee is not appreciated."
Gulf Business Solutions,8beedb7e1ff2f571,Senior Systems Analyst,Riyadh,2024-06-26,Permanent,30+ days ago,30,,['2-4'],[],['bachelor'],https://jobs.smartrecruiters.com/GhobashGroup/743999918576006-senior-systems-analyst,https://indeed.com/cmp/Gulf-Business-Solutions,[],"['analytical skills', 'analysis', 'professional', 'design']",['statistics'],"company description gulf business solutions (gbs) is the leading information and technology solutions provider in the kingdom of saudi arabia. since we started as a business more than thirty years ago, we have grown to an enterprise supported by over five hundred employees, with a rich portfolio of products and services ranging from printing systems to end-to-end digital transformation solutions. gbs enables organizations and businesses in their journey to a digitalized business environment with cutting edge information and technology solutions. we source and select only the most advanced products and solutions through the many strategic partnership we’ve developed over the years with some of the world’s leading technology companies. gbs represents gcg-enterprise solutions and cns middle east, operating as an umbrella company for both brands in ksa. job description job purpose analyze our business systems and processes, identify areas for improvement, and design and implement solutions to enhance efficiency, productivity, and overall performance. job responsibilities deploy, maintain, and troubleshoot core business applications, including application servers, associated hardware, endpoints, and databases. meet and coordinate with internal and external stakeholders to establish project scope, system goals, and requirements. develop, analyse, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow. translate highly technical specifications into clear non-technical requirements. manage the set-up and configuration of systems. define and coordinate the execution of testing procedures and develop test cases to serve the overall quality assurance process. provide documentation of all processes and training as needed. develop and implement maintenance procedures, monitor systems health, gather system statistics, and troubleshoot reported errors and alarms. perform design, implementation, and upgrades of information systems to meet the business and user needs. implement best practices for scalability, supportability, ease of maintenance, and system performance. qualifications educational qualification requirements: bachelor's degree in computer science or information technology, or equivalent experience skills &amp; professional requirements: 2-4 years’ experience working with information technologies and systems analysis. strong computer, hardware, software, and analytical skills proven ability to assess business needs and translate them into relevant solutions. strong understanding and knowledge of the principles and practices associated with database maintenance and administration. experience installing, configuring, documenting, testing, training, and implementing new applications and systems. working knowledge of a wide variety of programming languages. excellent analytical skill."
Gulf Business Solutions,10676f7d849b9068,Software Developer Trainee,Riyadh,2024-06-26,Permanent,30+ days ago,30,,['0-1'],[],['bachelor'],https://jobs.smartrecruiters.com/GhobashGroup/743999955963822-software-developer-trainee,https://indeed.com/cmp/Gulf-Business-Solutions,[],"['analytical skills', 'professional', 'responsible', 'design']",['technical documentation'],"company description gulf business solutions (gbs) is the leading information and technology solutions provider in the kingdom of saudi arabia. since we started as a business more than thirty years ago, we have grown to an enterprise supported by over five hundred employees, with a rich portfolio of products and services ranging from printing systems to end-to-end digital transformation solutions. gbs enables organizations and businesses in their journey to a digitalized business environment with cutting edge information and technology solutions. we source and select only the most advanced products and solutions through the many strategic partnership we’ve developed over the years with some of the world’s leading technology companies. gbs represents gcg-enterprise solutions and cns middle east, operating as an umbrella company for both brands in ksa. job description job purpose a software developer, or computer software developer, is responsible for using their knowledge of programming languages to design software programs. their duties include meeting with clients to determine their software needs, coding and testing software to ensure functionality and updating software programs to refine components like cybersecurity measures and data storage capacities. job responsibilites collaborating with management, departments and customers to identify end-user requirements and specifications designing algorithms and flowcharts to create new software programs and systems producing efficient and elegant code based on requirements testing and deploying programs and applications troubleshooting, debugging, maintaining and improving existing software compiling and assessing user feedback to improve software performance observing user feedback to recommend improvements to existing software products developing technical documentation to guide future software development projects qualifications qualifications bachelor's degree in software engineering, computer engineering, computer science, or equivalent experience skills &amp; professional requirements: 0-1 years’ experience as a developer or business analyst. strong computer, hardware, software, and analytical skills. proven ability to assess business needs and translate them into relevant solutions. strong understanding and knowledge of digital transformation. excellent analytical skill."
